0.661486044,0.304880145
0.199957726,0.816669
0.446825071,0.778445816
0.784849814,0.901312096
0.419208974,0.667476434
0.191093051,0.146594645
0.320679773,0.752097175
0.237339872,0.720371793
0.910106787,0.381235016
0.875205286,0.964548807
0.607203899,0.83048129
0.951486189,0.139476712
0.977441125,0.040216817
0.739311661,0.817376778
0.161106287,0.828769747
0.073330204,0.498015655
0.979636214,0.481771976
0.636343759,0.741274172
0.302797841,0.838921142
0.633305023,0.120997784
0.951268776,0.37334002
0.579034077,0.101901098
0.425071001,0.379565647
0.45878779,0.517637008
0.245228974,0.133299456
0.352830073,0.587260248
0.222368837,0.576869734
0.240033801,0.291770342
0.742305728,0.322208379
0.356976525,0.044735458
0.91653181,0.947989514
0.711184683,0.707916361
0.530618049,0.767101839
0.398782324,0.82714859
0.371582894,0.973104701
0.111518176,0.576659039
0.044403937,0.748018219
0.121704321,0.121322036
0.716383785,0.219857672
0.95611446,0.883299936
0.876190607,0.250773065
0.239169936,0.677192633
0.528106369,0.536195306
0.468895798,0.334492454
0.715594247,0.690383448
0.899766348,0.188243559
0.529611973,0.380271321
0.869759892,0.606813767
0.49515902,0.712640135
0.416893458,0.454458307
0.798467883,0.369635418
0.575902093,0.640540803
0.287719437,0.488330712
0.545634393,0.899588883
0.309338272,0.335257482
0.237684969,0.805799736
0.913891748,0.424649365
0.271416642,0.95938605
0.861523329,0.429806578
0.922367783,0.151704758
0.689739936,0.25616822
0.229634532,0.32154196
0.231586916,0.198629413
0.259225948,0.007636813
0.428011341,0.449795653
0.44575229,0.412341286
0.152159515,0.374935392
0.425309912,0.523199791
0.025940931,0.363677169
0.480967456,0.990458473
0.530370376,0.525797016
0.961338934,0.820374938
0.06963387,0.00118098
0.736699665,0.526242015
0.994979739,0.225428756
0.076645228,0.975451476
0.278517576,0.463280695
0.3909061,0.224213152
0.175530499,0.859625396
0.872983374,0.06378407
0.593113919,0.286851487
0.129961825,0.189303924
0.614054206,0.108773985
0.807999005,0.477064623
0.070796144,0.17935499
0.601010414,0.519113977
0.8406405,0.870865913
0.590370779,0.621077439
0.027538317,0.147572396
0.264217405,0.747962436
0.022022099,0.015272327
0.733399861,0.670144191
0.74160859,0.705465249
0.831350064,0.276096901
0.978846843,0.19537187
0.664009239,0.762056235
0.479922911,0.206402582
0.101406569,0.502048174
0.205811049,0.951240579
0.982231776,0.518467474
